epoch,step,train_loss_step,val_loss_step
0,49,0.5505611896514893,
0,99,0.13069096207618713,
0,149,0.13658715784549713,
0,199,0.1227480098605156,
0,249,0.0808727815747261,
0,299,0.16595248878002167,
0,349,0.05704008787870407,
0,399,0.10282159596681595,
0,449,0.07964479178190231,
0,499,0.08117629587650299,
0,549,0.0883275642991066,
0,599,0.07603253424167633,
0,649,0.15496523678302765,
0,699,0.07980349659919739,
0,749,0.14388173818588257,
0,799,0.05119900032877922,
0,849,0.09324952214956284,
0,899,0.06376691907644272,
0,949,0.04703463613986969,
0,999,0.07251589745283127,
,0,,0.19098898768424988
,1,,0.2126512974500656
,2,,0.18476365506649017
,3,,0.17722289264202118
,4,,0.15993541479110718
,5,,0.16956385970115662
,6,,0.30932462215423584
,7,,0.21150730550289154
,8,,0.19250071048736572
,9,,0.1871964931488037
,10,,0.19476543366909027
,11,,0.20881865918636322
,12,,0.17128749191761017
,13,,0.18440482020378113
,14,,0.1986515372991562
,15,,0.1641259491443634
,16,,0.16238875687122345
,17,,0.15679970383644104
,18,,0.15858186781406403
,19,,0.15873754024505615
,20,,0.205837219953537
,21,,0.16468754410743713
,22,,0.21370890736579895
,23,,0.1916281133890152
,24,,0.15861085057258606
,25,,0.1546219140291214
,26,,0.15328635275363922
,27,,0.15875329077243805
,28,,0.2033046931028366
,29,,0.16049253940582275
,30,,0.1952158361673355
,31,,0.21656234562397003
,32,,0.16093461215496063
,33,,0.18653272092342377
,34,,0.1881771981716156
,35,,0.1576937735080719
,36,,0.17924588918685913
,37,,0.22204044461250305
,38,,0.18072764575481415
,39,,0.2233031541109085
,40,,0.1658654361963272
,41,,0.183261439204216
,42,,0.16324453055858612
,43,,0.16097168624401093
,44,,0.15878543257713318
,45,,0.19719065725803375
,46,,0.1542331427335739
,47,,0.2878638803958893
,48,,0.1568397432565689
,49,,0.1607062667608261
,50,,0.20416663587093353
,51,,0.16912347078323364
,52,,0.16541294753551483
,53,,0.20185205340385437
,54,,0.15970659255981445
,55,,0.16072353720664978
,56,,0.16696469485759735
,57,,0.18332324922084808
,58,,0.3083762526512146
,59,,0.19076919555664062
,60,,0.15788434445858002
,61,,0.22441524267196655
,62,,0.16425716876983643
,63,,0.15789157152175903
,64,,0.1870732605457306
,65,,0.3083024322986603
,66,,0.21664002537727356
,67,,0.16290883719921112
,68,,0.16184811294078827
,69,,0.18629105389118195
,70,,0.15854963660240173
,71,,0.15808719396591187
,72,,0.22531498968601227
,73,,0.15940451622009277
,74,,0.1568322777748108
,75,,0.1630670130252838
,76,,0.16124281287193298
,77,,0.20408983528614044
,78,,0.1580284684896469
,79,,0.18024946749210358
,80,,0.19706325232982635
,81,,0.30622610449790955
,82,,0.20227013528347015
,83,,0.18463097512722015
,84,,0.1545208841562271
,85,,0.1818573772907257
,86,,0.29799196124076843
,87,,0.16980785131454468
,88,,0.15961124002933502
,89,,0.20265431702136993
,90,,0.186756432056427
,91,,0.1586398184299469
,92,,0.19028598070144653
,93,,0.20456749200820923
,94,,0.15788820385932922
,95,,0.16553731262683868
,96,,0.19629161059856415
,97,,0.1996566355228424
,98,,0.16261398792266846
,99,,0.19603192806243896
,100,,0.1856127828359604
