epoch,step,train_loss_step,val_loss_step
0,49,0.5363742709159851,
0,99,0.11539249122142792,
0,149,0.15150687098503113,
0,199,0.11431356519460678,
0,249,0.1289726048707962,
0,299,0.11513841897249222,
0,349,0.12158184498548508,
0,399,0.0661725252866745,
0,449,0.07018294185400009,
0,499,0.12615570425987244,
0,549,0.08556367456912994,
0,599,0.04610353335738182,
0,649,0.05583851784467697,
0,699,0.06243199110031128,
0,749,0.08562541753053665,
0,799,0.06308706104755402,
0,849,0.05847823992371559,
0,899,0.07835112512111664,
0,949,0.04141898453235626,
0,999,0.1252622902393341,
,0,,0.12003068625926971
,1,,0.20539352297782898
,2,,0.18866610527038574
,3,,0.18771743774414062
,4,,0.16287073493003845
,5,,0.24505893886089325
,6,,0.19571076333522797
,7,,0.16750973463058472
,8,,0.1384488195180893
,9,,0.22776225209236145
,10,,0.248650923371315
,11,,0.17022885382175446
,12,,0.23338863253593445
,13,,0.19885094463825226
,14,,0.21313582360744476
,15,,0.22413188219070435
,16,,0.1681317389011383
,17,,0.20140984654426575
,18,,0.27371272444725037
,19,,0.255555123090744
,20,,0.28060266375541687
,21,,0.17160098254680634
,22,,0.219290092587471
,23,,0.26147225499153137
,24,,0.2680048942565918
,25,,0.202870175242424
,26,,0.20570138096809387
,27,,0.19878356158733368
,28,,0.2507219910621643
,29,,0.18659648299217224
,30,,0.24613064527511597
,31,,0.18620173633098602
,32,,0.1875084936618805
,33,,0.16691282391548157
,34,,0.15571865439414978
,35,,0.21935208141803741
,36,,0.18565350770950317
,37,,0.1899605691432953
,38,,0.2158331722021103
,39,,0.2263532280921936
,40,,0.28110575675964355
,41,,0.2502068877220154
,42,,0.1376272588968277
,43,,0.24967041611671448
,44,,0.2518448233604431
,45,,0.20765987038612366
,46,,0.2516098916530609
,47,,0.20555488765239716
,48,,0.1912986934185028
,49,,0.14673008024692535
,50,,0.19623608887195587
,51,,0.15306581556797028
,52,,0.2599167823791504
,53,,0.21243992447853088
,54,,0.26249536871910095
,55,,0.29667410254478455
,56,,0.1928795576095581
,57,,0.18445631861686707
,58,,0.17257483303546906
,59,,0.1415247917175293
,60,,0.2382681667804718
,61,,0.12228187173604965
,62,,0.19719421863555908
,63,,0.19072818756103516
,64,,0.25171327590942383
,65,,0.21377766132354736
,66,,0.22946682572364807
,67,,0.1624995768070221
,68,,0.2031061053276062
,69,,0.24785453081130981
,70,,0.14286839962005615
,71,,0.2975083291530609
,72,,0.19800744950771332
,73,,0.18350690603256226
,74,,0.24243934452533722
,75,,0.2259071320295334
,76,,0.18307286500930786
,77,,0.20818409323692322
,78,,0.11544343829154968
,79,,0.20503048598766327
,80,,0.12044931948184967
,81,,0.1935431957244873
,82,,0.21054774522781372
,83,,0.263468861579895
,84,,0.26660817861557007
,85,,0.20774616301059723
,86,,0.17394159734249115
,87,,0.23484939336776733
,88,,0.19940266013145447
,89,,0.24044467508792877
,90,,0.16105519235134125
,91,,0.19463689625263214
,92,,0.20655132830142975
,93,,0.12721940875053406
,94,,0.2555912733078003
,95,,0.1825709491968155
,96,,0.2685353755950928
,97,,0.12480444461107254
,98,,0.18975022435188293
